ProviderID,INP_LOS_mean,INP_LOS_max,INP_LOS_min,INP_InscClaimAmtReimbursed_mean,INP_InscClaimAmtReimbursed_sum,INP_ClaimID_count,OUT_InscClaimAmtReimbursed_mean,OUT_InscClaimAmtReimbursed_sum,OUT_ClaimID_count,PotentialFraud
PRV52859,0.0,0.0,0.0,0.0,0.0,0.0,316.059275521405,287930.0,911.0,No
PRV52860,0.0,0.0,0.0,0.0,0.0,0.0,274.3765903307888,107830.0,393.0,Yes
PRV52861,0.0,0.0,0.0,0.0,0.0,0.0,126.42857142857143,1770.0,14.0,No
PRV52862,4.428571428571429,17.0,0.0,7696.428571428572,431000.0,56.0,83.0,1660.0,20.0,No
PRV52863,0.0,0.0,0.0,0.0,0.0,0.0,281.7307692307692,14650.0,52.0,No
PRV52864,0.0,0.0,0.0,0.0,0.0,0.0,459.64285714285717,12870.0,28.0,No
PRV52865,2.8333333333333335,7.0,1.0,11666.666666666666,70000.0,6.0,213.16666666666666,12790.0,60.0,No
PRV52868,5.071428571428571,17.0,1.0,9833.333333333334,413000.0,42.0,310.5882352941176,21120.0,68.0,Yes
PRV52869,6.857142857142857,19.0,2.0,11714.285714285714,82000.0,7.0,220.36363636363637,12120.0,55.0,No
PRV52870,4.485714285714286,14.0,1.0,8294.285714285714,290300.0,35.0,294.3682310469314,163080.0,554.0,Yes
PRV52872,0.0,0.0,0.0,0.0,0.0,0.0,441.75925925925924,47710.0,108.0,No
PRV52873,0.0,0.0,0.0,0.0,0.0,0.0,239.1304347826087,16500.0,69.0,No
PRV52875,0.0,0.0,0.0,0.0,0.0,0.0,128.33333333333334,1540.0,12.0,No
PRV52876,6.333333333333333,22.0,1.0,9888.888888888889,178000.0,18.0,326.90909090909093,17980.0,55.0,No
PRV52877,0.0,0.0,0.0,0.0,0.0,0.0,128.94736842105263,2450.0,19.0,No
PRV52878,0.0,0.0,0.0,0.0,0.0,0.0,433.3333333333333,11700.0,27.0,No
PRV52879,0.0,0.0,0.0,0.0,0.0,0.0,224.0,26880.0,120.0,No
PRV52880,2.0,3.0,1.0,6000.0,18000.0,3.0,91.76470588235294,1560.0,17.0,No
PRV52881,3.75,10.0,1.0,7125.0,142500.0,20.0,244.7163120567376,69010.0,282.0,No
PRV52882,0.0,0.0,0.0,0.0,0.0,0.0,364.8780487804878,14960.0,41.0,No
PRV52884,0.0,0.0,0.0,0.0,0.0,0.0,336.53465346534654,237930.0,707.0,Yes
PRV52886,0.0,0.0,0.0,0.0,0.0,0.0,343.2857142857143,24030.0,70.0,No
PRV52887,8.173913043478262,35.0,1.0,11261.304347826086,259010.0,23.0,245.7199211045365,124580.0,507.0,Yes
PRV52889,4.129032258064516,22.0,0.0,7387.096774193548,229000.0,31.0,293.1034482758621,178500.0,609.0,No
PRV52890,4.5,11.0,2.0,7250.0,29000.0,4.0,330.55555555555554,5950.0,18.0,No
PRV52891,0.0,0.0,0.0,0.0,0.0,0.0,135.78947368421052,2580.0,19.0,No
PRV52892,8.571428571428571,23.0,2.0,14857.142857142857,104000.0,7.0,161.72413793103448,4690.0,29.0,No
PRV52893,0.0,0.0,0.0,0.0,0.0,0.0,364.22651933701655,131850.0,362.0,No
PRV52895,0.0,0.0,0.0,0.0,0.0,0.0,323.2098765432099,26180.0,81.0,No
PRV52896,5.647058823529412,18.0,2.0,15647.058823529413,266000.0,17.0,279.36,34920.0,125.0,No
PRV52897,0.0,0.0,0.0,0.0,0.0,0.0,203.11111111111111,9140.0,45.0,No
PRV52898,5.729166666666667,31.0,1.0,10687.5,513000.0,48.0,347.42424242424244,22930.0,66.0,No
PRV52899,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,1.0,No
PRV52901,0.0,0.0,0.0,0.0,0.0,0.0,270.94117647058823,23030.0,85.0,No
PRV52902,2.761904761904762,7.0,1.0,6095.238095238095,128000.0,21.0,170.0,4250.0,25.0,No
PRV52903,5.706586826347305,35.0,0.0,9278.922155688622,1549580.0,167.0,561.5151515151515,18530.0,33.0,Yes
PRV52904,7.0,7.0,7.0,10000.0,10000.0,1.0,115.0,230.0,2.0,No
PRV52905,0.0,0.0,0.0,0.0,0.0,0.0,195.69230769230768,25440.0,130.0,No
PRV52907,0.0,0.0,0.0,0.0,0.0,0.0,292.89617486338796,53600.0,183.0,No
PRV52910,4.8,15.0,1.0,14900.0,149000.0,10.0,325.0,2600.0,8.0,No
PRV52911,0.0,0.0,0.0,0.0,0.0,0.0,412.0,2060.0,5.0,No
PRV52912,4.0,4.0,4.0,13000.0,13000.0,1.0,109.33333333333333,1640.0,15.0,No
PRV52913,0.0,0.0,0.0,0.0,0.0,0.0,331.42857142857144,11600.0,35.0,No
PRV52914,0.0,0.0,0.0,0.0,0.0,0.0,281.4754098360656,17170.0,61.0,No
PRV52916,6.166666666666667,15.0,2.0,10666.666666666666,64000.0,6.0,456.5,9130.0,20.0,No
PRV52917,0.0,0.0,0.0,0.0,0.0,0.0,277.1875,8870.0,32.0,No
PRV52918,5.6923076923076925,15.0,1.0,8361.538461538461,108700.0,13.0,590.0,5310.0,9.0,No
PRV52919,0.0,0.0,0.0,0.0,0.0,0.0,213.1818181818182,14070.0,66.0,No
PRV52920,2.5,3.0,2.0,6500.0,13000.0,2.0,102.0,1530.0,15.0,No
PRV52921,3.3333333333333335,6.0,2.0,4333.333333333333,13000.0,3.0,336.04651162790697,14450.0,43.0,No
PRV52922,3.7142857142857144,6.0,1.0,5714.285714285715,40000.0,7.0,365.7692307692308,9510.0,26.0,No
PRV52924,3.3333333333333335,6.0,2.0,12000.0,36000.0,3.0,273.0,2730.0,10.0,No
PRV52925,5.0,8.0,3.0,7250.0,29000.0,4.0,0.0,0.0,0.0,No
PRV52926,5.5,9.0,0.0,12750.0,51000.0,4.0,212.30769230769232,2760.0,13.0,No
PRV52928,0.0,0.0,0.0,0.0,0.0,0.0,225.85365853658536,9260.0,41.0,No
PRV52929,0.0,0.0,0.0,0.0,0.0,0.0,193.42857142857142,6770.0,35.0,No
PRV52930,0.0,0.0,0.0,0.0,0.0,0.0,309.37007874015745,39290.0,127.0,No
PRV52931,0.0,0.0,0.0,0.0,0.0,0.0,215.0,3010.0,14.0,No
PRV52932,0.0,0.0,0.0,0.0,0.0,0.0,345.75,13830.0,40.0,No
PRV52933,7.0,21.0,1.0,17000.0,68000.0,4.0,347.5,1390.0,4.0,Yes
PRV52934,0.0,0.0,0.0,0.0,0.0,0.0,272.8125,8730.0,32.0,No
PRV52935,0.0,0.0,0.0,0.0,0.0,0.0,363.57142857142856,101800.0,280.0,No
PRV52936,2.75,3.0,2.0,6000.0,24000.0,4.0,195.57692307692307,20340.0,104.0,No
PRV52937,0.0,0.0,0.0,0.0,0.0,0.0,251.25,6030.0,24.0,No
PRV52938,0.0,0.0,0.0,0.0,0.0,0.0,1423.3333333333333,4270.0,3.0,No
PRV52940,0.0,0.0,0.0,0.0,0.0,0.0,105.55555555555556,950.0,9.0,No
PRV52941,0.0,0.0,0.0,0.0,0.0,0.0,324.4186046511628,13950.0,43.0,No
PRV52942,0.0,0.0,0.0,0.0,0.0,0.0,253.72093023255815,10910.0,43.0,No
PRV52943,0.0,0.0,0.0,0.0,0.0,0.0,193.14285714285714,6760.0,35.0,No
PRV52944,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,4120.0,4.0,No
PRV52945,0.0,0.0,0.0,0.0,0.0,0.0,149.34782608695653,6870.0,46.0,No
PRV52948,0.0,0.0,0.0,0.0,0.0,0.0,238.8679245283019,25320.0,106.0,No
PRV52949,0.0,0.0,0.0,0.0,0.0,0.0,342.7848101265823,27080.0,79.0,No
PRV52950,0.0,0.0,0.0,0.0,0.0,0.0,291.63793103448273,33830.0,116.0,No
PRV52951,0.0,0.0,0.0,0.0,0.0,0.0,499.0,9980.0,20.0,No
PRV52952,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,1.0,No
PRV52953,0.0,0.0,0.0,0.0,0.0,0.0,277.4117647058824,23580.0,85.0,No
PRV52954,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2100.0,1.0,No
PRV52955,0.0,0.0,0.0,0.0,0.0,0.0,193.97260273972603,14160.0,73.0,No
PRV52956,0.0,0.0,0.0,0.0,0.0,0.0,117.22222222222223,2110.0,18.0,No
PRV52957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
PRV52958,0.0,0.0,0.0,0.0,0.0,0.0,126.25,2020.0,16.0,No
PRV52961,0.0,0.0,0.0,0.0,0.0,0.0,64.0,320.0,5.0,No
PRV52962,0.0,0.0,0.0,0.0,0.0,0.0,251.42857142857142,3520.0,14.0,No
PRV52963,0.0,0.0,0.0,0.0,0.0,0.0,94.44444444444444,850.0,9.0,No
PRV52964,0.0,0.0,0.0,0.0,0.0,0.0,298.24175824175825,27140.0,91.0,No
PRV52966,0.0,0.0,0.0,0.0,0.0,0.0,236.66666666666666,710.0,3.0,No
PRV52970,3.0,3.0,3.0,4000.0,4000.0,1.0,0.0,0.0,0.0,No
PRV52971,4.0,5.0,2.0,5000.0,15000.0,3.0,0.0,0.0,0.0,No
PRV52972,4.647058823529412,12.0,1.0,12941.176470588236,220000.0,17.0,0.0,0.0,0.0,No
PRV52976,2.75,4.0,2.0,7250.0,29000.0,4.0,0.0,0.0,0.0,No
PRV52978,8.0,12.0,4.0,11800.0,59000.0,5.0,0.0,0.0,0.0,No
PRV52979,3.8333333333333335,8.0,1.0,11333.333333333334,68000.0,6.0,0.0,0.0,0.0,No
PRV52980,0.0,0.0,0.0,0.0,0.0,0.0,237.3710482529118,142660.0,601.0,No
PRV52981,0.0,0.0,0.0,0.0,0.0,0.0,232.60162601626016,85830.0,369.0,No
PRV52982,0.0,0.0,0.0,0.0,0.0,0.0,336.2674961119751,216220.0,643.0,Yes
PRV52985,5.768595041322314,35.0,0.0,11247.933884297521,1361000.0,121.0,280.1248049921997,359120.0,1282.0,Yes
PRV52986,4.444444444444445,8.0,1.0,13777.777777777777,124000.0,9.0,314.44444444444446,8490.0,27.0,No
PRV52988,0.0,0.0,0.0,0.0,0.0,0.0,243.81410256410257,76070.0,312.0,No
PRV52989,5.742857142857143,24.0,1.0,12285.714285714286,860000.0,70.0,211.1214953271028,22590.0,107.0,Yes
PRV52990,4.045454545454546,12.0,0.0,8636.363636363636,190000.0,22.0,318.5964912280702,18160.0,57.0,Yes
PRV52991,6.125,17.0,1.0,10875.0,87000.0,8.0,332.7450980392157,16970.0,51.0,No
PRV52993,0.0,0.0,0.0,0.0,0.0,0.0,312.0,3120.0,10.0,No
PRV52996,0.0,0.0,0.0,0.0,0.0,0.0,311.0810810810811,11510.0,37.0,No
PRV52998,5.466666666666667,11.0,1.0,9820.0,147300.0,15.0,216.11111111111111,3890.0,18.0,No
PRV52999,8.75,35.0,1.0,7125.0,57000.0,8.0,337.7083333333333,16210.0,48.0,No
PRV53000,0.0,0.0,0.0,0.0,0.0,0.0,284.850640113798,200250.0,703.0,No
PRV53001,0.0,0.0,0.0,0.0,0.0,0.0,303.06666666666666,45460.0,150.0,No
PRV53002,0.0,0.0,0.0,0.0,0.0,0.0,292.29219143576825,116040.0,397.0,No
PRV53004,0.0,0.0,0.0,0.0,0.0,0.0,239.44444444444446,4310.0,18.0,No
PRV53005,5.375,35.0,1.0,10012.5,160200.0,16.0,254.7058823529412,8660.0,34.0,Yes
PRV53007,4.702702702702703,19.0,0.0,10405.405405405405,385000.0,37.0,263.3898305084746,15540.0,59.0,Yes
PRV53008,5.564102564102564,31.0,0.0,9000.0,351000.0,39.0,200.0,2600.0,13.0,Yes
PRV53009,4.8,9.0,1.0,6200.0,31000.0,5.0,144.375,4620.0,32.0,No
PRV53013,0.0,0.0,0.0,0.0,0.0,0.0,1257.5,5030.0,4.0,No
PRV53014,0.0,0.0,0.0,0.0,0.0,0.0,147.5,1180.0,8.0,No
PRV53015,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1120.0,8.0,No
PRV53016,0.0,0.0,0.0,0.0,0.0,0.0,545.1612903225806,16900.0,31.0,No
PRV53017,0.0,0.0,0.0,0.0,0.0,0.0,111.11111111111111,1000.0,9.0,No
PRV53018,0.0,0.0,0.0,0.0,0.0,0.0,274.6341463414634,11260.0,41.0,No
PRV53019,0.0,0.0,0.0,0.0,0.0,0.0,328.0,4920.0,15.0,No
PRV53020,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,4500.0,2.0,No
PRV53021,6.0,24.0,1.0,11833.333333333334,213000.0,18.0,395.0,3950.0,10.0,Yes
PRV53024,3.5,4.0,3.0,5000.0,10000.0,2.0,158.33333333333334,3800.0,24.0,No
PRV53025,0.0,0.0,0.0,0.0,0.0,0.0,189.2,9460.0,50.0,No
PRV53026,0.0,0.0,0.0,0.0,0.0,0.0,236.15384615384616,6140.0,26.0,No
PRV53027,0.0,0.0,0.0,0.0,0.0,0.0,100.0,500.0,5.0,No
PRV53028,0.0,0.0,0.0,0.0,0.0,0.0,100.0,300.0,3.0,No
PRV53029,7.0,12.0,5.0,9500.0,38000.0,4.0,170.83333333333334,2050.0,12.0,No
PRV53031,0.0,0.0,0.0,0.0,0.0,0.0,231.66666666666666,1390.0,6.0,No
PRV53032,6.6,16.0,1.0,8800.0,44000.0,5.0,239.44444444444446,4310.0,18.0,No
PRV53033,3.5,6.0,1.0,37500.0,75000.0,2.0,0.0,0.0,0.0,No
PRV53034,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,3400.0,2.0,No
PRV53035,0.0,0.0,0.0,0.0,0.0,0.0,151.1764705882353,5140.0,34.0,No
PRV53036,0.0,0.0,0.0,0.0,0.0,0.0,324.0163934426229,39530.0,122.0,No
PRV53037,0.0,0.0,0.0,0.0,0.0,0.0,482.22222222222223,4340.0,9.0,No
PRV53038,0.0,0.0,0.0,0.0,0.0,0.0,554.5833333333334,13310.0,24.0,No
PRV53040,3.2,4.0,2.0,10200.0,51000.0,5.0,88.88888888888889,800.0,9.0,No
PRV53042,0.0,0.0,0.0,0.0,0.0,0.0,258.71794871794873,10090.0,39.0,No
PRV53043,0.0,0.0,0.0,0.0,0.0,0.0,618.688524590164,37740.0,61.0,No
PRV53044,0.0,0.0,0.0,0.0,0.0,0.0,215.82089552238807,14460.0,67.0,No
PRV53045,0.0,0.0,0.0,0.0,0.0,0.0,290.4166666666667,62730.0,216.0,No
PRV53047,0.0,0.0,0.0,0.0,0.0,0.0,165.31645569620252,13060.0,79.0,No
PRV53048,0.0,0.0,0.0,0.0,0.0,0.0,802.8571428571429,5620.0,7.0,No
PRV53049,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,No
PRV53050,1.5,2.0,1.0,1500.0,3000.0,2.0,121.66666666666667,730.0,6.0,No
PRV53052,3.0,3.0,3.0,4000.0,4000.0,1.0,191.25,1530.0,8.0,No
PRV53054,0.0,0.0,0.0,0.0,0.0,0.0,218.16326530612244,10690.0,49.0,No
PRV53055,0.0,0.0,0.0,0.0,0.0,0.0,282.125,22570.0,80.0,No
PRV53056,0.0,0.0,0.0,0.0,0.0,0.0,288.85714285714283,10110.0,35.0,No
PRV53057,0.0,0.0,0.0,0.0,0.0,0.0,389.4339622641509,20640.0,53.0,No
PRV53059,0.0,0.0,0.0,0.0,0.0,0.0,494.54545454545456,16320.0,33.0,No
PRV53061,1.0,1.0,1.0,9000.0,9000.0,1.0,0.0,0.0,0.0,No
PRV53062,0.0,0.0,0.0,0.0,0.0,0.0,47.5,190.0,4.0,No
PRV53063,2.0,2.0,2.0,3500.0,7000.0,2.0,225.0,450.0,2.0,No
PRV53064,0.0,0.0,0.0,0.0,0.0,0.0,189.71428571428572,6640.0,35.0,No
PRV53065,0.0,0.0,0.0,0.0,0.0,0.0,163.94736842105263,6230.0,38.0,No
PRV53066,0.0,0.0,0.0,0.0,0.0,0.0,174.28571428571428,1220.0,7.0,No
PRV53067,0.0,0.0,0.0,0.0,0.0,0.0,283.75,4540.0,16.0,No
PRV53069,0.0,0.0,0.0,0.0,0.0,0.0,239.0909090909091,2630.0,11.0,No
PRV53070,6.583333333333333,24.0,1.0,9250.0,111000.0,12.0,66.25,530.0,8.0,No
PRV53071,0.0,0.0,0.0,0.0,0.0,0.0,439.64285714285717,12310.0,28.0,No
PRV53072,0.0,0.0,0.0,0.0,0.0,0.0,277.22222222222223,4990.0,18.0,No
PRV53073,0.0,0.0,0.0,0.0,0.0,0.0,90.71428571428571,1270.0,14.0,No
PRV53074,0.0,0.0,0.0,0.0,0.0,0.0,275.0,48950.0,178.0,No
PRV53075,0.0,0.0,0.0,0.0,0.0,0.0,890.0,1780.0,2.0,No
PRV53076,0.0,0.0,0.0,0.0,0.0,0.0,293.7142857142857,30840.0,105.0,No
PRV53077,0.0,0.0,0.0,0.0,0.0,0.0,308.6290322580645,38270.0,124.0,No
PRV53078,0.0,0.0,0.0,0.0,0.0,0.0,241.77777777777777,10880.0,45.0,No
PRV53079,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,1.0,No
PRV53081,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1800.0,9.0,No
PRV53083,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,No
PRV53084,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,No
PRV53085,0.0,0.0,0.0,0.0,0.0,0.0,320.0,640.0,2.0,No
PRV53086,0.0,0.0,0.0,0.0,0.0,0.0,265.0,1060.0,4.0,No
PRV53087,0.0,0.0,0.0,0.0,0.0,0.0,309.03225806451616,9580.0,31.0,No
PRV53090,0.0,0.0,0.0,0.0,0.0,0.0,328.7709497206704,58850.0,179.0,No
PRV53091,6.75,9.0,3.0,4750.0,19000.0,4.0,0.0,0.0,0.0,No
PRV53095,7.0,9.0,5.0,18000.0,36000.0,2.0,50.0,100.0,2.0,No
PRV53096,0.0,0.0,0.0,0.0,0.0,0.0,407.6923076923077,53000.0,130.0,No
PRV53099,0.0,0.0,0.0,0.0,0.0,0.0,110.0,220.0,2.0,No
PRV53100,4.4,9.0,1.0,10000.0,50000.0,5.0,295.04,36880.0,125.0,No
PRV53101,3.0,4.0,2.0,4500.0,9000.0,2.0,68.33333333333333,410.0,6.0,No
PRV53102,0.0,0.0,0.0,0.0,0.0,0.0,311.05263157894734,5910.0,19.0,No
PRV53103,4.714285714285714,11.0,0.0,11000.0,77000.0,7.0,158.88888888888889,11440.0,72.0,No
PRV53104,6.107142857142857,16.0,0.0,8553.57142857143,239500.0,28.0,255.19230769230768,13270.0,52.0,No
PRV53106,1.5,3.0,0.0,4500.0,18000.0,4.0,228.5,9140.0,40.0,Yes
PRV53107,6.555555555555555,13.0,2.0,11444.444444444445,103000.0,9.0,65.0,390.0,6.0,No
PRV53108,5.8,15.0,2.0,10800.0,54000.0,5.0,359.30232558139534,15450.0,43.0,No
PRV53109,3.0,3.0,3.0,5266.666666666667,15800.0,3.0,259.6,6490.0,25.0,No
PRV53110,11.0,11.0,11.0,15000.0,15000.0,1.0,285.51724137931035,8280.0,29.0,No
PRV53111,4.714285714285714,12.0,2.0,8142.857142857143,57000.0,7.0,451.9230769230769,11750.0,26.0,No
PRV53113,0.0,0.0,0.0,0.0,0.0,0.0,238.5185185185185,19320.0,81.0,No
PRV53114,7.142857142857143,35.0,1.0,19571.428571428572,274000.0,14.0,6045.333333333333,90680.0,15.0,Yes
PRV53116,0.0,0.0,0.0,0.0,0.0,0.0,187.04545454545453,8230.0,44.0,No
PRV53117,6.611111111111111,25.0,0.0,7055.555555555556,127000.0,18.0,379.2703862660944,88370.0,233.0,No
PRV53119,13.333333333333334,35.0,1.0,8000.0,24000.0,3.0,160.66666666666666,2410.0,15.0,Yes
PRV53120,4.5,14.0,1.0,10100.0,101000.0,10.0,271.8181818181818,14950.0,55.0,No
PRV53121,4.604166666666667,35.0,0.0,8500.0,408000.0,48.0,290.52730696798494,154270.0,531.0,Yes
PRV53122,0.0,0.0,0.0,0.0,0.0,0.0,336.25,8070.0,24.0,No
PRV53123,0.0,0.0,0.0,0.0,0.0,0.0,346.59090909090907,45750.0,132.0,No
PRV53124,6.8,35.0,0.0,8450.0,169000.0,20.0,208.44444444444446,9380.0,45.0,No
PRV53125,0.0,0.0,0.0,0.0,0.0,0.0,250.0,500.0,2.0,No
PRV53126,0.0,0.0,0.0,0.0,0.0,0.0,347.6470588235294,11820.0,34.0,No
PRV53127,7.0,7.0,7.0,10000.0,10000.0,1.0,201.3265306122449,19730.0,98.0,No
PRV53128,2.0,2.0,2.0,6000.0,6000.0,1.0,569.375,18220.0,32.0,No
PRV53129,12.666666666666666,35.0,1.0,25000.0,75000.0,3.0,175.58139534883722,7550.0,43.0,No
PRV53131,5.833333333333333,15.0,1.0,7833.333333333333,47000.0,6.0,190.0,1330.0,7.0,No
PRV53133,0.0,0.0,0.0,0.0,0.0,0.0,293.45911949685535,46660.0,159.0,No
PRV53134,0.0,0.0,0.0,0.0,0.0,0.0,403.0,4030.0,10.0,No
PRV53135,5.714285714285714,9.0,2.0,9714.285714285714,68000.0,7.0,0.0,0.0,0.0,No
PRV53136,10.0,35.0,2.0,20857.14285714286,146000.0,7.0,417.22222222222223,15020.0,36.0,Yes
PRV53137,0.0,0.0,0.0,0.0,0.0,0.0,296.6666666666667,8900.0,30.0,No
PRV53138,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1570.0,10.0,No
PRV53139,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,780.0,9.0,No
PRV53140,0.0,0.0,0.0,0.0,0.0,0.0,103.80952380952381,2180.0,21.0,No
PRV53141,5.25,23.0,0.0,9781.25,313000.0,32.0,270.13698630136986,19720.0,73.0,No
PRV53142,5.461538461538462,35.0,0.0,9666.666666666666,377000.0,39.0,236.80555555555554,17050.0,72.0,Yes
PRV53143,6.0,8.0,3.0,16000.0,64000.0,4.0,208.75,1670.0,8.0,No
PRV53144,8.75,12.0,7.0,7575.0,30300.0,4.0,176.0,6160.0,35.0,No
PRV53145,0.0,0.0,0.0,0.0,0.0,0.0,263.3333333333333,34760.0,132.0,No
PRV53147,0.0,0.0,0.0,0.0,0.0,0.0,375.55555555555554,6760.0,18.0,No
PRV53148,0.0,0.0,0.0,0.0,0.0,0.0,172.0,2580.0,15.0,No
PRV53149,0.0,0.0,0.0,0.0,0.0,0.0,243.60655737704917,14860.0,61.0,No
PRV53150,0.0,0.0,0.0,0.0,0.0,0.0,240.76923076923077,3130.0,13.0,No
PRV53151,0.0,0.0,0.0,0.0,0.0,0.0,254.4,6360.0,25.0,No
PRV53153,9.666666666666666,20.0,2.0,19333.333333333332,116000.0,6.0,312.77777777777777,5630.0,18.0,No
PRV53154,0.0,0.0,0.0,0.0,0.0,0.0,455.1923076923077,23670.0,52.0,No
PRV53156,0.0,0.0,0.0,0.0,0.0,0.0,410.625,6570.0,16.0,No
PRV53157,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,2190.0,2.0,No
PRV53158,0.0,0.0,0.0,0.0,0.0,0.0,101.42857142857143,710.0,7.0,No
PRV53159,2.5,3.0,2.0,16000.0,32000.0,2.0,166.4,4160.0,25.0,No
PRV53161,0.0,0.0,0.0,0.0,0.0,0.0,972.8571428571429,6810.0,7.0,No
PRV53162,0.0,0.0,0.0,0.0,0.0,0.0,270.0,1350.0,5.0,No
PRV53163,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,800.0,12.0,No
PRV53164,0.0,0.0,0.0,0.0,0.0,0.0,167.2,4180.0,25.0,No
PRV53166,8.0,8.0,8.0,5000.0,5000.0,1.0,180.0,3960.0,22.0,No
PRV53167,0.0,0.0,0.0,0.0,0.0,0.0,590.0,1770.0,3.0,No
PRV53168,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,2070.0,2.0,No
PRV53169,0.0,0.0,0.0,0.0,0.0,0.0,42.5,170.0,4.0,No
PRV53171,0.0,0.0,0.0,0.0,0.0,0.0,490.0,8330.0,17.0,No
PRV53172,0.0,0.0,0.0,0.0,0.0,0.0,816.6666666666666,2450.0,3.0,No
PRV53173,0.0,0.0,0.0,0.0,0.0,0.0,386.27906976744185,16610.0,43.0,No
PRV53174,0.0,0.0,0.0,0.0,0.0,0.0,52.0,260.0,5.0,No
PRV53175,0.0,0.0,0.0,0.0,0.0,0.0,78.88888888888889,710.0,9.0,No
PRV53176,0.0,0.0,0.0,0.0,0.0,0.0,176.47058823529412,6000.0,34.0,No
PRV53177,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1520.0,16.0,No
PRV53178,0.0,0.0,0.0,0.0,0.0,0.0,104.28571428571429,730.0,7.0,No
PRV53179,3.5,5.0,2.0,7000.0,14000.0,2.0,238.07692307692307,6190.0,26.0,No
PRV53180,0.0,0.0,0.0,0.0,0.0,0.0,602.0,3010.0,5.0,No
PRV53182,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,100.0,3.0,No
PRV53183,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,1.0,No
PRV53186,0.0,0.0,0.0,0.0,0.0,0.0,588.75,4710.0,8.0,No
PRV53187,0.0,0.0,0.0,0.0,0.0,0.0,45.0,180.0,4.0,No
PRV53188,0.0,0.0,0.0,0.0,0.0,0.0,122.0,1220.0,10.0,No
PRV53189,3.25,5.0,2.0,10500.0,42000.0,4.0,459.5833333333333,11030.0,24.0,No
PRV53191,0.0,0.0,0.0,0.0,0.0,0.0,220.66666666666666,3310.0,15.0,No
PRV53192,0.0,0.0,0.0,0.0,0.0,0.0,272.5503355704698,40610.0,149.0,No
PRV53194,0.0,0.0,0.0,0.0,0.0,0.0,697.8125,22330.0,32.0,No
PRV53196,0.0,0.0,0.0,0.0,0.0,0.0,280.0,4480.0,16.0,No
PRV53197,0.0,0.0,0.0,0.0,0.0,0.0,125.0,500.0,4.0,No
PRV53198,0.0,0.0,0.0,0.0,0.0,0.0,41.666666666666664,250.0,6.0,No
PRV53201,0.0,0.0,0.0,0.0,0.0,0.0,1093.8461538461538,14220.0,13.0,No
PRV53202,0.0,0.0,0.0,0.0,0.0,0.0,60.90909090909091,670.0,11.0,No
PRV53203,0.0,0.0,0.0,0.0,0.0,0.0,60.0,420.0,7.0,No
PRV53204,0.0,0.0,0.0,0.0,0.0,0.0,431.42857142857144,3020.0,7.0,No
PRV53205,0.0,0.0,0.0,0.0,0.0,0.0,91.42857142857143,1280.0,14.0,No
PRV53206,0.0,0.0,0.0,0.0,0.0,0.0,190.0,570.0,3.0,No
PRV53207,0.0,0.0,0.0,0.0,0.0,0.0,50.0,500.0,10.0,No
PRV53208,8.25,21.0,1.0,13750.0,55000.0,4.0,184.21052631578948,3500.0,19.0,Yes
PRV53210,5.0,8.0,1.0,7000.0,21000.0,3.0,208.6206896551724,6050.0,29.0,No
PRV53211,0.0,0.0,0.0,0.0,0.0,0.0,865.0,3460.0,4.0,No
PRV53212,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,2.0,No
PRV53213,0.0,0.0,0.0,0.0,0.0,0.0,314.09090909090907,6910.0,22.0,No
PRV53214,0.0,0.0,0.0,0.0,0.0,0.0,237.77777777777777,4280.0,18.0,No
PRV53215,0.0,0.0,0.0,0.0,0.0,0.0,141.8181818181818,1560.0,11.0,No
PRV53216,0.0,0.0,0.0,0.0,0.0,0.0,182.0,20930.0,115.0,No
PRV53217,0.0,0.0,0.0,0.0,0.0,0.0,314.0,1570.0,5.0,No
PRV53218,0.0,0.0,0.0,0.0,0.0,0.0,213.84615384615384,2780.0,13.0,No
PRV53220,7.0,12.0,4.0,22000.0,110000.0,5.0,0.0,0.0,0.0,No
PRV53221,0.0,0.0,0.0,0.0,0.0,0.0,406.875,6510.0,16.0,No
PRV53222,0.0,0.0,0.0,0.0,0.0,0.0,239.33333333333334,10770.0,45.0,No
